ID,ACCOUNTID,DATE,QUERY,TEXT,LABEL
"153","MadessThe","#COVID19",2020-08-31 19:33:51.0,"RT GreenfieldIowa Iowans are tough but the latest COVID19 numbers are upsetting We need to keep wearing our masks  practicing social", "0"
"154","ChamberYGK","#COVID19",2020-08-31 19:33:49.0,"RT OntarioCofC If you have unexpected costs for your smallbiz related to COVID19 you could be eligible for a CanadaUnited Small Busin", "0"
"155","thelatestbs","#COVID19",2020-08-31 19:33:47.0,"RT justinhart Say what you will about the 6 number the fact that 1 or 2 or 3 comorbidities are prerequisites in a COVID19 fatalit", "0"
"156","g17891","#COVID19",2020-08-31 19:33:47.0,"RT MartinKulldorff As a public health scientists I use facts and data to argue for agetargeted COVID19 strategies to save lives compare", "0"
"157","DanielKanyerezi","#COVID19",2020-08-31 19:33:46.0,"Would you pay 240K to Voluntarily test for COVID19 Wi sample some of your TweetsComments live CapitalFMUganda", "0"
"158","Rockyba49729268","#COVID19",2020-08-31 19:33:46.0,"RT krol75012 EYES WIDE SHUT Here are the real figures  less than 1 of the world population died with the COVID19 FilsDePangolin s", "0"
"159","UNFPASouthSudan","#COVID19",2020-08-31 19:33:45.0,"ShababLe Shabab is mobilizing its members to reach out to SouthSudans young people and ensure that they continue to have access to sexual and reproductive health information and services amidst the COVID19  pandemic  ", "0"
"160","sriuma2312","#COVID19",2020-08-31 19:33:45.0,"RT NewIndianXpress As human beings we must live consciously We need to create a conscious humanity a conscious planet because minus con", "0"
"161","A_Trimaille","#COVID19",2020-08-31 19:33:44.0,"RT BMarchandot Glad to see our paper online THJournalThanks to AnaiissC  ATrimaille adriencarmona   Matsuken22  macromik  and", "0"
"162","BrendaAllenWolf","#COVID19",2020-08-31 19:33:43.0,"RT DRC Despite a drastic slowdown in the commercial real estate investment market due to COVID19 Dallas ended the first half of 2020 as", "0"
"163","climateguyw","#COVID19",2020-08-31 19:33:41.0,"Extreme Temperature Diary MON AUG 31st 2020Main Topic The Next US Heat WaveChortAnother Western Burner Click on new post at  With more weather environmental  COVID19 newsmaddow ClimateReality GretaThunberg ", "0"
"164","kentuckygypsy","#COVID19",2020-08-31 19:33:41.0,"RT Tombx7M Meanwhile in DCThe Democrats are making life in this country unbearable for many FoxandFriends Trump2020 MAGA KAG Bide", "0"
"165","Banana_Joeyy","#COVID19",2020-08-31 19:33:41.0,"MollyJongFast Its a beast which might take you down the moment youre least likely to expect it covid19", "0"
"166","IVoteClimate","#COVID19",2020-08-31 19:33:40.0,"What a beautiful tribute COVID19 Detroit ", "0"
"167","VillanuevaPuto","#COVID19",2020-08-31 19:33:39.0,"RT YourAnonCentral Investigation African migrants left to die in Saudi Arabias hellish Covid19 detention centres The guards just", "0"
"168","SeanMoncrieff","#COVID19",2020-08-31 19:33:39.0,"RT tierneysimon Listen back How hand sanitiser changed the world from the discovery of the antiseptic properties of ethanol in 1875 to", "0"
"169","LFPress","#COVID19",2020-08-31 19:33:39.0,"Court backs local officials COVID19 edict protecting migrant farm workers LdnOnt covid19 onpoli coronavirus", "0"
"170","NCSHS_Naguenian","#COVID19",2020-08-31 19:33:39.0,"14COVID19 Update Total COVID19 cases in the region are at 1299 as 17 more have contracted the virus the Department of Health DOH Bicol said last August 31 ", "0"
"171","faithlovefree33","#COVID19",2020-08-31 19:33:39.0,"RT foogatwo NJ COVID19 Death update for 830 Good thing with no deletions is it lets us to see where these IO likely occurredRepor", "0"
"172","undpiniraq","#COVID19",2020-08-31 19:33:39.0,"How can we equip our youth better for the changing labor market structure  create added value for the economy UNDP Iraqs Accelerator Lab digs deeper into new opportunities for digitalized learning during  after COVID19 IraqiGov AccLab", "0"
"173","ElTangoDeTenis","#COVID19",2020-08-31 19:33:39.0,"DavidSilva tests positive for COVID19  LaReal ", "0"
"174","SaahaarAT","#COVID19",2020-08-31 19:33:39.0,"RT setiogi 2 Thank you for reminding us the importance of cleaning our hands to help stop COVID19 from spreading HappyBirthd", "0"
"175","IntelligentMum","#COVID19",2020-08-31 19:33:36.0,"RT firefoxx66 Why worry so much about what age groups are getting infected Because age greatly influences COVID19 outcomerichardnehe", "0"
"176","HealthySkeptik","#COVID19",2020-08-31 19:33:35.0,"RT CityCynthia NEW in response to 4 teachers unions filing a challenge with the labour board for its back to school plans   Premier Fo", "0"
"177","potluckfm","#COVID19",2020-08-31 19:33:34.0,"This episode we wanted to shout out some excellent local journalists who have ensured that Iowans know the truth regarding the governments response to COVID19 Thanks to Laurie Belin linhmaita  TonyLeys for their incredible journalism Listen here", "0"
"178","ChessWizardry","#COVID19",2020-08-31 19:33:34.0,"CMOHAlberta Did you miss the 6percent CDC numbers and that only 1030 of positive cases have a high enough COVID19 serum level to be infectious  If you arent cancelling all restrictions and ending all phases well that is malpractice no  What reason could you have for  not ableg", "0"
"179","ash52294980","#COVID19",2020-08-31 19:33:33.0,"RT elleprovocateur COVID19Important threadQ What does Imperial College the World Economic Forum WEF Salesforce Sinovatio", "0"
"180","msnanners_smith","#COVID19",2020-08-31 19:33:33.0,"RT Tombx7M Wait whatFoxandFriends Trump2020 MAGA KAG BidenRiots COVID19 mondaythoughts MorningJoe WalkAway ", "0"
"181","kamleshg841","#COVID19",2020-08-31 19:33:33.0,"RT SinhaSneha7 SDR Nov2020 CallforPapers We invite manuscripts on the role and relevance of sciencediplomacy in understanding and", "0"
"182","HealthCentre","#COVID19",2020-08-31 19:33:32.0,"RT AllianceON 1 Today is InternationalOverdoseAwarenessDay Here in Ontario COVID19 has combined w continued inaction on the overdo", "0"
"183","toyagbos","#COVID19",2020-08-31 19:33:32.0,"RT paschal2k2 Enter action with boldness MondayMotivaton COVID19", "0"
"184","soobiindream","#COVID19",2020-08-31 19:33:32.0,"RT tanejamainhoon Thread on JEENEET ExamsIn less than 48 hours the JEE gets underway even as India reaches the highest COVID19 pe", "0"
"185","LionelMoise","#COVID19",2020-08-31 19:33:31.0,"Heres 3ThingsYouNeedtoKnow today Cannabis COVID19 JohnThompson ", "0"
"186","SAMCEDA","#COVID19",2020-08-31 19:33:31.0,"RT SMCCommAffairs A simple ask Wear a mask Face masks are an easy way to help decrease COVID19 transmission and save lives  MaskU", "0"
"187","i_theindian","#COVID19",2020-08-31 19:33:31.0,"BJP has activated its fake factory to claim GDPGrowth crashed due to COVID19 while the fact is Indias GDP growth was shrinking even before coronavirus pandemicResignNirmala ", "0"
"188","VeritasPrimeTK","#COVID19",2020-08-31 19:33:30.0,"The latest   global news from 500 sources  Thanks to MoscowTimes NewClimateEcon covid19 uae", "0"
"189","coachkimberley","#COVID19",2020-08-31 19:33:30.0,"RT NikolovScience How can we explain the fact that Faucis NIAID was working on a COVID19 vaccine months BEFORE it was officially declar", "0"
"190","HerPitch","#COVID19",2020-08-31 19:33:30.0,"RT AbraarKaran A lecture on school reopening and covid19 ", "0"
"191","syedabaqri","#COVID19",2020-08-31 19:33:29.0,"RT YoursOnly07 Lets unite and fight COVID19 and also COVIDIDIOTS shahidpradhan", "0"
"192","CryoPerSea","#COVID19",2020-08-31 19:33:29.0,"RT NHIndia The Finance Minister NirmalaSitharaman may want to call this an ActOfGod but how can the ModiGovt explain this India now", "0"
"193","AESunderland","#COVID19",2020-08-31 19:33:29.0,"From CHCFnews blog providers on the front lines talk about how telehealth is vital to providing access to behavioral health care  now and beyond COVID19 Lower noshow rates less stigma easier access to care and more ", "0"
"194","Skinny8product1","#COVID19",2020-08-31 19:33:28.0,"RT pinkk9lover So HillaryClinton  Democrats JoeBiden FakeNewsMedia whats plan B Only 9210 deaths from COVID19  JoeBiden your", "0"
"195","LateNightCam","#COVID19",2020-08-31 19:33:27.0,"RT detroitnews MGM Grand Detroit is laying off 1100 employees as part of a national workforce reduction amid the COVID19 pandemic http", "0"
"196","jocowboys87","#COVID19",2020-08-31 19:33:27.0,"RT EarlOfEnough If Trump had spent the same amount of time attacking COVID19 as he does our cities hundreds of thousands of Americans", "0"
"197","chalwesma","#COVID19",2020-08-31 19:33:26.0,"RT wef This Zambian hit singer is raising awareness for people with albinism during COVID19  COVID19 Inclusion", "0"
"198","AnneLai31821380","#COVID19",2020-08-31 19:33:25.0,"RT SyHawkes Over the last 24 Hours a further 2 lives have sadly been lost to COVID19 in England with the total amount of deaths", "0"
"199","SIippery_Slope","#COVID19",2020-08-31 19:33:25.0,"RT DrEricDing WhoaFlorida Dept of Health accidentally released a report on COVID19 outbreaks at schools daycare centers to collegesne", "0"
"200","kerriganmickey","#COVID19",2020-08-31 19:33:24.0,"RT Deirdre2Sis Very well spoken MaryBradySharp1 with cooperm just now Heartwrenching situation for pub owners and staff Bad enough", "0"
"201","Badanai","#COVID19",2020-08-31 19:33:24.0,"RT NEWSTALK1010 Ford says he has not heard about the possibility of classrooms collapsing As for possible cases in schools says were", "0"
"202","Bashirshabraiz","#COVID19",2020-08-31 19:33:23.0,"A 25yearold youth was among eight more persons who died due to COVID19 in JammuandKashmir since overnight taking the fatality count to 705 officials said on Monday 04 were from Jammu division and as many as from KashmirValley", "0"
"203","CyclesHistory","#COVID19",2020-08-31 19:33:23.0,"The CDCgov already confirmed this It equals 11k deaths because of COVID19 COVID Covid1984  I hoe Saint Fauci of DCsi doesnt get it He wanders around without a mask tisk tisk", "0"
"204","sminaev2015","#COVID19",2020-08-31 19:33:23.0,"RT LEADCoalition Please reTweet to spread enormous thanks to all who value caregiving and caregivers Alzheimers dementia mental", "0"
"205","mikeinsp","#COVID19",2020-08-31 19:33:22.0,"RT SkyNews BREAKING All passengers who were on TUI flight 6215 from Zante to Cardiff on 25 August have been ordered to selfisolate afte", "0"
"206","AbdoulR37230833","#COVID19",2020-08-31 19:33:22.0,"RT DrTedros Big thanks to the EUCommission for their contribution to the COVAX facility and for standing firm on their commitment to mu", "0"
"207","AbdoulR37230833","#COVID19",2020-08-31 19:33:20.0,"RT KentPage Water and sanitation facility upgrades in schools and learning centers are a first line of defense in EduCannotWait  partn", "0"
"208","CrownIndigenous","#COVID19",2020-08-31 19:33:20.0,"RT CanadianPM Today Prime Minister Justin Trudeau announced agreements in principle have been reached to procure millions of doses of ex", "0"
"209","WHOSyria","#COVID19",2020-08-31 19:33:20.0,"Seafarers on cargo ships work in close contact environments likely to facilitate transmission of COVID19 and an outbreak may affect safety of the crew WHO issued guidance to promote public health measures on cargo ships  fishing vessels ", "0"
"210","Pandiya69934157","#COVID19",2020-08-31 19:33:19.0,"RT IndiaToday NEETJEE row COVID19 singleday cases over 75000 but Education Minister is not concerned says Jharkhand CM Hemant So", "0"
"211","JAB1608","#COVID19",2020-08-31 19:33:18.0,"RT Dr2NisreenAlwan A plea to health systems everywhere now youre doing more PCR testing for COVID19 just pick up the phone or send a t", "0"
"212","UMNSurgery","#COVID19",2020-08-31 19:33:17.0,"RT MHealthFairview When he left our hospital devoted to COVID19 patients Rick Huggins was in a wheelchair On his 100th day of recovery", "0"
"213","foogatwo","#COVID19",2020-08-31 19:33:17.0,"NJ COVID19 Rt Be prepared to be reprimanded for the increase in Rt By the end of the week it will be pushing close to 10 As long as cases stay flat it should level off around there ", "0"
"214","Hell110Su","#COVID19",2020-08-31 19:33:17.0,"RT sn12275 Total COVID19 cases 3680995  finance minister named ActOfGod 61 million Indian youth May lose jobPetrol price 88  GDP", "0"
"215","TNtinman","#COVID19",2020-08-31 19:33:16.0,"MsSashaRae CNN brikeilarcnn Right Totally self UNAWARE  Complaining about the economy and slow COVID19 tests results like its JoeBiden fault  She is detached from reality", "0"
"216","SeanPrevil","#COVID19",2020-08-31 19:33:16.0,"Alleged covidiots force all passengers on GreeceUK flight into quarantine COVID19 Coronavirus ", "0"
"217","AlexJohnLondon","#COVID19",2020-08-31 19:33:16.0,"Powerful editorial from hholdenthorp about the toxic cocktail of misinformation and partisan politics hampering the fight against the COVID19 pandemic Atlas is the antiFauci Atlas shrugs ", "0"
"218","whymoretaxes","#COVID19",2020-08-31 19:33:14.0,"ryandel88 SpeakerPelosi JoeBiden Delaware deaths involving covid19  coronavirus approximately 550  much different from being the cause Reports are estimating 6  so actual is about 33netde COVID19 Coronavirus", "0"
"219","NASCARNAC","#COVID19",2020-08-31 19:33:14.0,"RT Sportsnaut A troubling development for the 49ers Star linebacker Fred Warner just landed on  COVID19Reserve list Bad news with ju", "0"
"220","THSTIFaridabad","#COVID19",2020-08-31 19:33:14.0,"DBTFightsCOVIDDBTIndias Consortium for COVID19 Research compared the performance of three test kits including its RBDELISA assay The assay has been transferred for commercializationRead a report by TheWireScienceShinjiniBhtngr GKangInd ", "0"
"221","tammy_dreyer","#COVID19",2020-08-31 19:33:14.0,"RT tammydreyer TrumpsAmerica Is CahoskillingsriotsTrump is president and this is on his watch and is exactly what he wantsTrump", "0"
"222","hirschfrench","#COVID19",2020-08-31 19:33:14.0,"RT JulieZebrak The Trump administration has failed over 6 MONTHS to deploy a workable sciencebased plan to control COVID19 My kids ar", "0"
"223","JoeGalliNews","#COVID19",2020-08-31 19:33:14.0,"RT ABC7 Woman gives birth to little girl 2 months after surviving COVID19  ", "0"
"224","xxsomeguyxx1234","#COVID19",2020-08-31 19:33:14.0,"JoeBiden If only there were a courageous and principled leader with clear policies to decrease violence through restorative justice to DefundThePolice and financially support Americans through a full COVID19 lockdown with UBI You aint it Drop out and make way for someone who is", "0"
"225","FramSource","#COVID19",2020-08-31 19:33:14.0,"Health Director WalkUp Free COVID19 COVID19 Clinics Located in Hotspots in South Framingham ", "0"
"226","Write_Sense","#COVID19",2020-08-31 19:33:14.0,"realDonaldTrump WHEN will ChumpTrump tell his supporters to STOP the violence Our current wave of crime  violence  DIVISION  THIS is Trumps America Do we want 4 more years of this THIS should never be allowed to happen on top of COVID19 falling economyRepublicansForBiden", "0"
"227","MImproxyble","#COVID19",2020-08-31 19:33:13.0,"RT donnac58 The violence in America belongs to DonaldTrump so does the thousands of people who died because they believed he was taking", "0"
"228","prettypadmaja","#COVID19",2020-08-31 19:33:13.0,"girishalva nsitharaman KrishnamurthyVK ABBJP AkshathaBhatTP PARVATHINP MonicaGRaju BopannaBragin FollowAkshay1 CTRaviBJP All major economies of the world were hit badly during COVID19 period Singapore 429 US 33 Japan 278 India  23 UK 21France 14 6 months of lockdown this was expected GOIRBI is taking steps good monsoon high Agri produce will improve this situation", "0"
